1;4300.0;BBBBDCDCDBEEEBBBECCECDDDBECCCCECCDCEBDCDDBEBECEEECDCCEBBCCEC
2;4300.0;BBBBDCDCDBEEEBBBECCECDDDBECCCCECCDCEBDCDDBEBECEEECDCCEBBCCEC
3;4400.0;BBBBDDBECDCCEBDCECECEDCCEECECDDCCCCDDCEDBEEDDDCDBDECEBECDBECCECC≠¯∂Û
4;4400.0;BBBBDDBECDCCEBDCECECEDCCEECECDDCCCCDDCEDBEEDDDCDBDECEBECDBEC
5;4400.0;BBBBDDBECDCCEBDCECECEDCCEECECDDCCCCDDCEDBEEDDDCDBDECEBECDBEC
6;4400.0;BBBBDDBECDCCEBDCECECEDCCEECECDDCCCCDDCEDBEEDDDCDBDECEBECDBEC
7;4400.0;BBBBDDBECDCCEBDCECECEDCCEECECDDCCCCDDCEDBEEDDDCDBDECEBECDBEC
8;4400.0;BBBBDDBECDCCEBDCECECEDCCEECECDDCCCCDDCEDBEEDDDCDBDECEBECDBEC–#’
9;4400.0;BBBBDDBECDCCEBDCECECEDCCEECECDDCCCCDDCEDBEEDDDCDBDECEBECDBEC
10;4400.0;BBBBDDBECDCCEBDCECECEDCCEECECDDCCCCDDCEDBEEDDDCDBDECEBECDBEC
11;4400.0;BBBBDDBECDCCEBDCECECEDCCEECECDDCCCCDDCEDBEEDDDCDBDECEBECDBEC!’
12;4400.0;BBBBDDBECDCCEBDCECECEDCCEECECDDCCCCDDCEDBEEDDDCDBDECEBECDBEC
13;4400.0;BBBBDDBECDCCEBDCECECEDCCEECECDDCCCCDDCEDBEEDDDCDBDECEBECDBEC
14;4400.0;BBBBDDBECDCCEBDCECECEDCCEECECDDCCCCDDCEDBEEDDDCDBDECEBECDBEC
15;4400.0;BBBBDDBECDCCEBDCECECEDCCEECECDDCCCCDDCEDBEEDDDCDBDECEBECDBEC
16;4400.0;BBBBDDBECDCCEBDCECECEDCCEECECDDCCCCDDCEDBEEDDDCDBDECEBECDBEC
17;4400.0;BBBBDDBECDCCEBDCECECEDCCEECECDDCCCCDDCEDBEEDDDCDBDECEBECDBEC
18;4400.0;BBBBDDBECDCCEBDCECECEDCCEECECDDCCCCDDCEDBEEDDDCDBDECEBECDBEC
19;4400.0;BBBBDDBECDCCEBDCECECEDCCEECECDDCCCCDDCEDBEEDDDCDBDECEBECDBEC
20;4400.0;BBBBDDBECDCCEBDCECECEDCCEECECDDCCCCDDCEDBEEDDDCDBDECEBECDBEC
